Country.Name,units,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Non-Hydroelectric Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,0.01,1.178,1.02,1.076,0.867,1.229,0.861
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,0.01,0.01,0.01,0.015,0.04,0.08,0.16
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,0.01,0.01,0.01,0.015,0.04,0.08,0.16
Biomass and Waste,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.168,1.01,1.061,0.827,1.149,0.701
Fossil Fuels,Billion Kwh,8.8,9.3,10,11,10,11,11,12,13,16,20,22,23,28,31,37,43,51,52,54,59,60,65,69,72,72.83214,78.38378,85.5635,84.9196,101.4,110.266,113.356,116.984,118.88368,125.16382
Hydroelectric Pumped Storage,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,0.00372,0.00465,0.00558,0.00651,0.00837,0.01209,0.01395,0.01674,0.01767,0.0186,0.02139,0.02418,0.02604,0.03534,0.03999,0.05022,0.05487,0.06231,0.07161,0.08091,0.09114,0.1,0.1,0.1,0.1,0.1618293,0.1850979,0.2139279,0.2446179,0.2604279,0.223293,0.246636,0.26691,0.28179,0.30411
Generation,Billion Kwh,0.004,0.005,0.006,0.007,0.009,0.013,0.015,0.018,0.019,0.02,0.023,0.026,0.028,0.038,0.043,0.054,0.059,0.067,0.077,0.087,0.098,0.1,0.1,0.1,0.2,0.17401,0.19903,0.23003,0.26303,0.28003,0.2401,0.2652,0.287,0.303,0.327
Nuclear,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,1.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,0.0001,0.0002,,,
Hydroelectricity,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-Hydroelectric Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,1.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,0.0001,0.0002,,,
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,1.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,0.0001,0.0002,,,
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,1.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,0.0001,0.0002,,,
Biomass and Waste,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fossil Fuels,Billion Kwh,0.004,0.005,0.006,0.007,0.009,0.013,0.015,0.018,0.019,0.02,0.023,0.026,0.028,0.038,0.043,0.054,0.059,0.067,0.077,0.087,0.098,0.1,0.1,0.1,0.2,0.174,0.199,0.23,0.263,0.28,0.24,0.265,0.287,0.303,0.327
Hydroelectric Pumped Storage,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,0.09579,0.09579,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.72726,0.77841,0.76539,0.93,0.98208,1.08345,1.16715,1.14855,1.26108,1.41546
Generation,Billion Kwh,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.782,0.837,0.823,1,1.056,1.165,1.255,1.235,1.356,1.522
Nuclear,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,0.083,0.082,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.447,0.479,0.471,0.572,0.605,0.667,0.719,0.708,0.777,0.872
Hydroelectricity,Billion Kwh,0.083,0.082,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.447,0.479,0.471,0.572,0.605,0.667,0.719,0.708,0.777,0.872
Non-Hydroelectric Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass and Waste,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fossil Fuels,Billion Kwh,0.02,0.021,0.022,0.025,0.031,0.034,0.04,0.055,0.07,0.075,0.06,0.068,0.063,0.074,0.055,0.082,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.335,0.358,0.352,0.428,0.451,0.498,0.536,0.527,0.579,0.65
Hydroelectric Pumped Storage,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.9,0.9,1.1,1.2,1.3,1.3,1.3,1.4,1.3,1.4,1.4,1.5,1.6,1.6,1.7,1.8,1.8,1.8496,1.84934,1.84424,1.84128,1.69992,0.60822,1.896,1.968,1.96204,2.012
Generation,Billion Kwh,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.9,1,1,1.2,1.3,1.4,1.4,1.4,1.5,1.6,1.6,1.6,1.7,1.8,1.8,1.9,2.1,2.1,2.1056,2.12534,2.15824,2.17328,2.03892,1.98822,2.049,2.161,2.11904,2.117
Nuclear,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.002,0.01,0.029,0.036,0.077
Hydroelectricity,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-Hydroelectric Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.002,0.01,0.029,0.036,0.077
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.002,0.005,0.02,0.03,0.07
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.002,0.005,0.02,0.03,0.07
Biomass and Waste,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.009,0.006,0.007
Fossil Fuels,Billion Kwh,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.9,1,1,1.2,1.3,1.4,1.4,1.4,1.5,1.6,1.6,1.6,1.7,1.8,1.8,1.9,2.1,2.1,2.1056,2.12534,2.15824,2.17328,2.03792,1.98622,2.039,2.132,2.08304,2.04
Hydroelectric Pumped Storage,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.9,0.9,0.9,1,1,1,1.1,1.1,1.2,1.2,1.29177,1.3299,1.37268,1.41081,1.44894,1.54287,1.50939,1.51962,1.53636,1.58286
Generation,Billion Kwh,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.8,0.9,1,1,1,1,1,1.2,1.2,1.3,1.3,1.389,1.43,1.476,1.517,1.558,1.659,1.623,1.634,1.652,1.702
Nuclear,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.002,0.002,0.002
Hydroelectricity,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-Hydroelectric Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.002,0.002,0.002
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.002,0.002,0.002
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass and Waste,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fossil Fuels,Billion Kwh,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.8,0.9,1,1,1,1,1,1.2,1.2,1.3,1.3,1.387,1.428,1.474,1.515,1.556,1.658,1.622,1.632,1.65,1.7
Hydroelectric Pumped Storage,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,0.08277,0.08928,0.093,0.09393,0.09207,0.09579,0.09672,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.4,0.5,0.46407,0.42129,0.44454,0.50871,0.5394,0.58776,0.60822,0.67053,0.72261,0.78771
Generation,Billion Kwh,0.089,0.096,0.1,0.1,0.099,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.5,0.5,0.499,0.453,0.478,0.547,0.58,0.632,0.654,0.721,0.777,0.847
Nuclear,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,0.025,0.03,0.038,0.039,0.036,0.031,0.018,0.025,0.025,0.025,0.025,0.025,0.026,0.026,0.028,0.028,0.028,0.03,0.028,0.03,0.032,0.034,0.034,0.041,0.044,0.049,0.051,0.054,0.06,0.11,0.116,0.13,0.135,0.135,0.16
Hydroelectricity,Billion Kwh,0.025,0.03,0.038,0.039,0.036,0.031,0.018,0.025,0.025,0.025,0.025,0.025,0.026,0.026,0.028,0.028,0.028,0.03,0.028,0.03,0.032,0.034,0.034,0.041,0.044,0.049,0.051,0.054,0.06,0.11,0.116,0.13,0.135,0.132,0.135
Non-Hydroelectric Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.025
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.025
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.025
Biomass and Waste,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fossil Fuels,Billion Kwh,0.064,0.066,0.062,0.062,0.063,0.072,0.086,0.089,0.09,0.098,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.5,0.4,0.5,0.45,0.402,0.424,0.487,0.47,0.516,0.524,0.586,0.642,0.687
Hydroelectric Pumped Storage,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,0.9,1,0.9,1,1,1.3,1.5,1.6,1.7,1.8,1.9,1.911066,1.995026,2.06817,2.22215,2.25939,2.372,2.405,2.471,2.56242,2.58572
Generation,Billion Kwh,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,0.9,1,1.1,0.9,1.1,1.1,1.3,1.7,1.8,1.8,2,2,2.115066,2.194026,2.28117,2.43815,2.45739,2.566,2.599,2.662,2.74642,2.76772
Nuclear,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,0.082,0.059,0.093,0.035,0.065,0.1,0.1,0.1,0.099,0.1,0.084,0.074,0.1,0.1,0.075,0.1,0.1,0.092,0.1,0.3,0.5,0.5,0.5,0.5,0.6,0.5134,0.47627,0.48342,0.5934,0.607,0.653,0.551,0.577,0.591,0.57
Hydroelectricity,Billion Kwh,0.082,0.059,0.093,0.035,0.065,0.1,0.1,0.1,0.099,0.1,0.084,0.074,0.1,0.1,0.075,0.1,0.1,0.092,0.1,0.03,0.095,0.07,0.085,0.1,0.1,0.113,0.07587,0.08302,0.107,0.121,0.1,0.055,0.073,0.094,0.09
Non-Hydroelectric Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,0.3,0.4,0.5,0.4,0.4,0.5,0.4004,0.4004,0.4004,0.4864,0.486,0.553,0.496,0.504,0.497,0.48
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,0.0004,0.0004,0.0004,0.0004,0.0004,0.001,0.003,0.003,0.004,0.004,0.003
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass and Waste,Billion Kwh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.4,0.486,0.485,0.55,0.493,0.5,0.493,0.477
Fossil Fuels,Billion Kwh,0.4,0.4,0.3,0.4,0.4,0.3,0.4,0.4,0.5,0.5,0.6,0.7,0.8,0.8,0.9,0.9,0.8,1,1,1,1.2,1.3,1.3,1.4,1.5,1.601666,1.717756,1.79775,1.84475,1.85039,1.913,2.048,2.085,2.15542,2.19772
Hydroelectric Pumped Storage,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,57,64,70,73,77,82,85,91,95,101,100,105,108,112,121,125,133,145,149,158,168,171,174,173,185,192.843976,196.88621,202.800931,205.041229,202.259448,216.481407,240.612242,246.508,233.52569,238.38806
Generation,Billion Kwh,64,73,80,82,87,93,97,105,110,118,117,122,126,132,142,148,156,168,174,184,194,201,205,203,221,231.38852,236.76752,243.9984,247.15438,245.41072,261.429,286.788,291.241,281.87769,286.41406
Nuclear,Billion Kwh,,,,,,,,,,,2.8,4,3.7,4.7,4,8,7.5,9.9,8.8,9.5,7.8,8.3,9.3,10,8.7,10.318,10.4,9.947,9.359,10.108,5.592,9.313,8.412,11.37715,9.312
Renewables,Billion Kwh,18,25,24,22,25,28,23,23,26,29,28,29,34,34,28,36,39,33,32,40,40,36,33,28,34,37.81,39.159,37.112,46.903,34.389,45.406,44.804,42.31,39.41,52.584
Hydroelectricity,Billion Kwh,17,24,23,21,23,26,20,18,21,24,23,22,26,26,20,27,31,26,24,32,33,28,25,20,25,27.382,30.09,27.003,38.786,26.446,36.76,35.885,31.564,27.722,38.504
Non-Hydroelectric Renewables,Billion Kwh,0.9,0.9,1.3,1.4,1.4,1.6,3.4,4.3,4.7,4.7,5.1,6.9,7.9,8.2,7.9,8.5,7.5,7,7.4,7.3,7.6,8.1,7.9,8.8,9.1,10.428,9.069,10.109,8.117,7.943,8.646,8.919,10.746,11.688,14.08
Geothermal,Billion Kwh,0.9,0.9,1.3,1.4,1.4,1.6,3.4,4.3,4.7,4.7,5.1,5.4,5.8,5.9,5.6,5.7,5.7,5.5,5.7,5.6,5.9,5.6,5.4,6.3,6.6,7.3,6.7,7.4,7.1,6.7,6.6,6.507,5.817,6.07,6
Wind,Billion Kwh,,,,,,,,,,,0.001,0.001,0.001,0.001,0.005,0.007,0.006,0.012,0.015,0.017,0.019,0.018,0.021,0.019,0.02,0.019,0.059,0.3,0.3,0.6,1.239,1.65,3.69,4.19,6.43
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,0.001,0.002,0.003,0.004,0.005,0.005,0.006,0.006,0.007,0.007,0.007,0.008,0.008,0.008,0.009,0.009,0.01,0.009,0.009,0.012,0.031,0.031,0.069,0.106,0.22
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,0.001,0.002,0.003,0.004,0.005,0.005,0.006,0.006,0.007,0.007,0.007,0.008,0.008,0.008,0.009,0.009,0.01,0.009,0.009,0.012,0.031,0.031,0.069,0.106,0.22
Biomass and Waste,Billion Kwh,,,,,,,,,,,,1.5,2.1,2.3,2.3,2.8,1.7,1.5,1.8,1.6,1.7,2.5,2.5,2.5,2.5,3.1,2.3,2.4,0.708,0.631,0.776,0.731,1.17,1.322,1.43
Fossil Fuels,Billion Kwh,46,48,56,60,62,66,74,82,84,89,86,90,89,93,110,104,110,125,133,135,146,157,163,164,178,183.26052,187.20852,196.9394,190.89238,200.91372,210.431,232.671,240.519,231.09054,224.51806
Hydroelectric Pumped Storage,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micronesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Generation,Billion Kwh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nuclear,Billion Kwh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Renewables,Billion Kwh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hydroelectricity,Billion Kwh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Non-Hydroelectric Renewables,Billion Kwh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Geothermal,Billion Kwh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wind,Billion Kwh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Solar,Billion Kwh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Biomass and Waste,Billion Kwh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fossil Fuels,Billion Kwh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hydroelectric Pumped Storage,Billion Kwh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,9.3,6.1,6.8,6.1,5.8,5.5,5.4,4.1,5.6,5.4,6.1,7.1,7,7.007,7.401,6.786,6.899,5.853,5.791,4.904,5.056,4.56032,3.83532
Generation,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,11,9.7,7.7,5.7,5.8,5,4.6,4.2,5.3,5.6,5.4,5.6,5.5,5.635,5.727,5.551,5.68,5.844,5.767,5.456,5.467,4.23732,4.25632
Nuclear,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,0.3,0.4,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.359,0.365,0.354,0.385,0.354,0.403,0.348,0.266,0.31,0.329
Hydroelectricity,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,0.3,0.4,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.359,0.365,0.354,0.385,0.354,0.403,0.348,0.266,0.307,0.314
Non-Hydroelectric Renewables,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,0.003,0.015
Geothermal,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,0.001,0.001
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,0.001
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,0.001
Biomass and Waste,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,0.002,0.013
Fossil Fuels,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,10,9.3,7.5,5.4,5.4,4.6,4.2,3.8,4.9,5.3,5.1,5.3,5.1,5.276,5.362,5.197,5.295,5.49,5.364,5.108,5.201,3.92732,3.92732
Hydroelectric Pumped Storage,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,1.7,1.8,2.1,2.2,2.4,2.5,2.7,2.8,2.9,3.2,3,2.8,2.6,2.2,2.2,2.4,2.4,2.3,2.3,2.3,2.4,2.5,2.6,2.7,2.9,3.045692483,3.209472483,3.359432483,3.6447,3.5766,3.7924,3.8764,4.197,5.1669,5.58664
Generation,Billion Kwh,1.5,1.5,1.4,1.7,2.1,2.5,2.8,3,3.1,3.4,3.1,3,2.8,2.4,2.6,2.5,2.5,2.5,2.5,2.7,2.8,2.9,3,3,3.2,3.301692483,3.430472483,3.603432483,3.8987,3.9316,4.0564,4.2684,4.527,4.7289,5.06364
Nuclear,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,0.000112483,0.000412483,0.000412483,0.000412483,0.000412483,0.0024,0.0024,0.0024,0.0044,,0.09,0.17
Hydroelectricity,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-Hydroelectric Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,0.000112483,0.000412483,0.000412483,0.000412483,0.000412483,0.0024,0.0024,0.0024,0.0044,,0.09,0.17
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,0.002,0.002,0.002,0.004,,0.09,0.17
