ccode,cname,ccodealp,ccodecow,ccodewb,version,ajr_settmort,al_ethnic,al_language,al_religion,arda_angenpct,arda_bugenpct,arda_chgenpct,arda_higenpct,arda_isgenpct,arda_jagenpct,arda_jdgenpct,arda_norelpct,arda_otgenpct,arda_shgenpct,arda_sigenpct,arda_sygenpct,arda_tagenpct,arda_zogenpct,bci_bci,bl_asy25f,bl_asy25m,bl_asy25mf,bl_lp_25f,bl_lp_25m,bl_lp_25mf,bl_ls_25f,bl_ls_25m,bl_ls_25mf,bl_lu_25f,bl_lu_25m,bl_lu_25mf,bmr_dem,bti_aar,bti_acp,bti_aod,bti_ci,bti_cps,bti_cr,bti_csp,bti_cst,bti_ds,bti_ep,bti_ffe,bti_foe,bti_ig,bti_ij,bti_mes,bti_muf,bti_ps,bti_rol,bti_sc,bti_seb,bti_sop,bti_ssn,bti_su,bti_wr,ccp_cc,ccp_childwrk,ccp_civil,ccp_freerel,ccp_hr,ccp_strike,ciri_assn,ciri_dommov,ciri_formov,ciri_injud,ciri_relfre_new,ciri_speech,ciri_wecon,ciri_wopol,ciri_worker,cspv_civviol,cspv_civwar,cspv_ethviol,cspv_ethwar,cspv_intviol,cspv_intwar,dpi_cemo,dpi_checks,dpi_cl,dpi_dhondt,dpi_eipc,dpi_erlc,dpi_gf,dpi_pr,dpi_system,dpi_thresh,dr_sg,ef_carb,ef_ef,eiu_cl,env_treaty,epi_eh,epi_epi,epi_ev,fao_plf,fe_cultdiv,ffp_eco,ffp_hf,ffp_hr,ffp_ref,fh_aor,fh_cl,fh_ep,fh_feb,fh_fotpa,fh_fotpb,fh_fotpc,fh_fotpsc,fh_fotpst,fh_ipolity2,fh_pair,fh_pr,fh_rol,fh_status,fi_legprop,fi_legprop_cl,gcb_bc,gcb_bed,gcb_bj,gcb_bland,gcb_bmed,gcb_bper,gcb_bpol,gcb_btax,gcb_butil,gcb_pb,gcb_ped,gcb_pj,gcb_pmed,gcb_pmedia,gcb_pmil,gcb_pngo,gcb_poff,gcb_ppa,gcb_pparl,gcb_ppol,gcb_prel,gd_ptsa,gd_ptsh,gd_ptss,gle_gdp,gle_pop,gle_rgdpc,gol_enep,gol_est,gol_nos,gol_pest,gol_pr,h_j,hf_business,hf_corrupt,hf_efiscore,hf_financ,hf_fiscal,hf_invest,hf_labor,hf_prights,ht_regtype,iaep_alcc,iaep_cc,iaep_const,iaep_epmf,iaep_es,iaep_rmcc,icrg_qog,idea_mc,idea_mp,ihme_drbs,ihme_drf,ihme_drm,imf_exp,imf_gdpgr,imf_gdpppps,imf_infl,imf_pop,imf_ue,ipi_fop,irai_qpa,irai_spl,irai_tac,kun_legabs,kun_legrel,kun_wiqrleg_all,kun_wiqrleg_full,lis_gini,lp_legor,mad_gdppc,mad_gdppc1500,mad_gdppc1600,mad_gdppc1700,mad_gdppc1820,mad_gdppc1900,nelda_rpae,nelda_vcdbe,nunn_desert,nunn_tropical,ohi_ohi,pei_eir,pwt_pop,qs_closed,qs_impar,qs_proff,ross_gas_prod,ross_oil_prod,rsf_pfi,sai_statehist00v3,sai_statehist10v3,sai_statehist50v3,sai_statehistn00v3,sai_statehistn10v3,sai_statehistn50v3,sau_mti,sgi_qd,sgi_so,sgi_soed,sgi_sofa,sgi_sogi,sgi_sohe,sgi_soin,sgi_sope,sgi_sosi,sgi_sosl,slavet_lnexparea,slavet_lnexppop,ti_cpi,ucdp_type1,ucdp_type2,ucdp_type3,ucdp_type4,undp_hdi,unna_pop,vdem_corr,vdem_delibdem,vdem_egaldem,vdem_gender,vdem_libdem,vdem_partipdem,voh_gti,wbgi_cce,wbgi_pse,wbgi_rle,wdi_acel,wdi_acelr,wdi_acelu,wdi_aciw,wdi_aciwr,wdi_aciwu,wdi_afp,wdi_afpt,wdi_agedr,wdi_ane,wdi_birth,wdi_busden,wdi_co2,wdi_debt,wdi_eduprp,wdi_eduprs,wdi_elerenew,wdi_elprodcoal,wdi_elprodgas,wdi_elprodhyd,wdi_elprodnuc,wdi_elprodoil,wdi_emp,wdi_empagr,wdi_empind,wdi_emppt,wdi_empser,wdi_eneimp,wdi_enerenew,wdi_eneuse,wdi_eodb,wdi_expedu,wdi_expedup,wdi_expedus,wdi_expedut,wdi_exph,wdi_exphpr,wdi_exphpu,wdi_expmil,wdi_expstup,wdi_expstus,wdi_expstut,wdi_fertility,wdi_firfown,wdi_firftopm,wdi_firgifttax,wdi_fooddef,wdi_forest,wdi_fossil,wdi_gerp,wdi_gerpp,wdi_gers,wdi_gert,wdi_imigs,wdi_infpay,wdi_lfpedup,wdi_lfpedus,wdi_lfpedut,wdi_lfpf,wdi_lifexp,wdi_lifexpf,wdi_lifexpm,wdi_litrad,wdi_litradf,wdi_litradm,wdi_lrmd,wdi_migration,wdi_mortf,wdi_mortinf,wdi_mortm,wdi_oilrent,wdi_pop,wdi_pop14,wdi_pop1564,wdi_pop65,wdi_popden,wdi_popf,wdi_popgr,wdi_poprul,wdi_popurb,wdi_povgap190,wdi_povgaprur,wdi_povgapurb,wdi_powcon,wdi_precip,wdi_refasy,wdi_refori,wdi_semp,wdi_smokf,wdi_smokm,wdi_spr,wdi_unemp,wdi_unempedup,wdi_unempedus,wdi_unempedut,wdi_unemplt,wef_chiv,wef_cm,wef_ct,wef_dtsb,wef_fgo,wef_gci,wef_ias,wef_imort,wef_ji,wef_lifexp,wef_oc,wef_pop,wef_pr,wef_ptp,wef_qes,wef_qpe,wef_qsri,wef_tax,whr_hap,wjp_abs_cor,wjp_cj_cor,wjp_crsys_cor,wjp_ord_secur
4,"Afghanistan","AFG",700,4,"QoGBasCSJan17",4.5400982,.7693445682525635,.6141461730003357,.2716839015483856,.0000999999974738,.0000999999974738,.0003000000142492,.0003000000142492,.9955999851226807,0,0,.0020000000949949,.0013999999500811,0,.0000999999974738,0,0,.0000999999974738,63.731827,1.1599221,5.1305771,3.2284076,9.7671289,21.50853,15.807966,2.8945372,16.51656,9.9029369,84.353561,48.716801,66.018791,0,4,1,,9,5,2,3,10,2.966666698455811,5,3,4,3,3,2.964285612106323,3,2,2.75,2,1,4,1,2,1.5,1,1,1,1,1,3,1,0,0,0,0,1,0,2,1,0,3,0,0,0,0,0,1,,0,7,,,0,0,,17.45923805236816,.1800000071525574,.7900000214576721,3.819999933242798,47,34.61000061035156,21.56999969482422,12.86999988555908,3.7760129,.6792669892311096,8.300000190734863,7.800000190734863,8.300000190734863,9.300000190734863,4,6,3,6,20,27,19,66,3,2.0188808,3,6,2,3,,,.6899224519729614,.2260198444128037,.6597077250480652,.440449446439743,.3048433065414429,.6163793206214905,.5351925492286682,.4580419659614563,.2883720993995667,2.965500116348267,2.870489358901978,3.698812961578369,2.858134984970093,2.450125217437744,2.311720609664917,2.893863201141357,3.268220186233521,2.966195821762085,3.146389722824097,2.878983974456787,2.310590744018555,4,5,5,28273.59,24988.09,1131.48,,,,,,0,59.70000076293945,15,,,91.19999694824219,65,75.80000305175781,,1,0,1,8,0,3,1,,1,0,970.70001,1010.1,932.5,25.02700042724609,8.437999725341797,.0350000001490116,109.8219985961914,29.10499954223633,,,2.5,2.5,2,.19947626,,,,,2,,,,,3280,,0,1,4.355736255645752,0,,2.333333253860474,,,2.21,2.7,1.0528905,0,37.36000061035156,1196.875,336.9908142089844,106.2089004516602,.6137819886207581,.6279730200767517,.7080594897270203,,,,,,,,,,,,,,8,0,0,0,2,.463922917842865,30682500,.8629115223884583,.2901261150836945,.2369237244129181,.4802258908748627,.2588393986225128,.1622969508171082,8.989999771118164,-1.430118560791016,-2.503811597824097,-1.671192646026611,43,32,83,53.40000152587891,45.40000152587891,76.30000305175781,4.142138004302979,330650,92.602783203125,,35.25299835205078,.1500000059604645,.4252620935440064,,2.481329917907715,1.947610020637512,0,,,,,,,,,,,,10.80752468109131,,175,4.577469825744629,,,,8.099593162536621,6.382750511169434,1.716843128204346,1.061433553695679,,,,5.050000190734863,2.200000047683716,4.699999809265137,34,150,2.067824602127075,,105.8597793579102,,54.31084060668945,3.743940114974976,.3250208497047424,39.29999923706055,,,,15.93967056274414,60.02826690673828,61.25600051879883,58.85900115966797,31.74111747741699,17.61206245422363,45.41709899902344,2.434606552124023,473007,241.8000030517578,69.90000152587891,285.0840148925781,0,30682500,45.68525695800781,51.92033004760742,2.394413709640503,46.9970588684082,48.5070915222168,3.164336204528809,74.12899780273438,25.87100028991699,,9.300000190734863,5.599999904632568,,327,16863,2556556,,,,2.5,9.199999809265137,,,,,,,,,,,,,,,,,,,,,,,3.572100400924683,.22557776,.096840076,.21537611,.42321095
8,"Albania","ALB",339,8,"QoGBasCSJan17",,.2204259932041168,.0399248003959656,.4718515872955322,0,0,.2143999934196472,0,.6299999952316284,0,0,.1507000029087067,.0027000000700355,0,0,0,0,0,56.517677,9.5709162,10.202082,9.8546467,12.599335,7.7617354,10.912616,80.650505,88.894913,83.767876,5.2481308,2.3607132,3.8611617,1,8,4,8,3,8,8,6,7,6.699999809265137,6,6,7,6,4,6.392857074737549,9,6,5,6,5,4,6,5,6,2,1,1,1,2,1,2,2,1,0,1,1,1,2,1,0,0,0,0,0,0,0,2,1,0,7,1,.23742923,1,2,2,47.20831298828125,.8700000047683716,2.210000038146973,7.349999904632568,66,72.62999725341797,54.72999954223633,42.79999923706055,31.241951,.0818827152252197,5.5,6.900000095367432,5.5,3.400000095367432,9,3,8,13,15,17,17,49,2,8.083333,9,3,9,2,4.669998645782471,5.079202651977539,,,,,,,,,,2.677584409713745,3.977664947509766,4.321138381958008,4.290160655975342,2.938962459564209,2.854644775390625,2.248366117477417,3.511941909790039,4.033708095550537,3.873180866241455,3.715746402740479,1.739361643791199,2,,2,24161.83,3215.99,7513.0298,3.180000066757202,2,140,,25,0,81,31,65.19999694824219,70,92.59999847412109,65,49,30,100,0,1,14,1,3,1,.41666666,1,1,770.09998,646.70001,893,29.33799934387207,3.079999923706055,.0320000015199184,112.9860000610352,,13.30000019073486,5.441557884216309,,,,.48282537,-.61006594,76,61,,3,5374.9907,200,200,300,437,800,,,0,0,56.450001,6.4210524559021,2.883280992507935,5.5999999,3.6849999,4.25,.12534513,847009.38,30.8799991607666,1089.3759765625,311.7832946777344,94.08551025390625,.5586544275283814,.5809996128082275,.6272367835044861,3.839999914169312,,,,,,,,,,,,,31,0,0,0,1,.7322455048561096,2883281,.7354567050933838,.4586067199707031,.4568343758583069,.7816497087478638,.4883630275726318,.3790125548839569,.2199999988079071,-.7169022560119629,.0549472086131573,-.5741203427314758,100,100,100,95.19999694824219,95.09999847412109,95.30000305175781,.6604403853416443,8500,45.24746704101563,20.15561676025391,12.8769998550415,1.110000014305115,1.607037663459778,,5.549099922180176,7.761179924011231,100,0,0,100,0,0,1.700000047683716,,,,,19.50209045410156,38.22183609008789,715.2562866210938,62,,,,,5.882328033447266,3.03680157661438,2.845526456832886,1.398847341537476,,,,1.771000027656555,12.5,11.69999980926514,18.39999961853027,,28.22700691223145,59.37130737304688,,70.59944915771484,,58.52988815307617,3.058886289596558,18.29999923706055,44.79999923706055,34.5,16.29999923706055,41.17667007446289,77.53724670410156,80.61399841308594,74.60700225830078,97.24696350097656,96.13607025146484,98.35260772705078,.0525995157659054,-91750,49.28739929199219,13.30000019073486,92.32599639892578,4.812697410583496,2897366,19.38229370117188,68.8480224609375,11.76968193054199,105.7432861328125,50.07340621948242,-.107729509472847,44.61700057983398,55.38299942016602,.2199999988079071,3,2.900000095367432,2118.263427734375,1485,93,10084,59.79999923706055,8.199999809265137,52.09999847412109,,16,40.59999847412109,41.20000076293945,15.30000019073486,72.59999847412109,,,13,4,2.700957298278809,3.846964359283447,4.188159465789795,12.80000019073486,2.332172632217407,77.04226684570313,4.378393173217773,3.215987920761108,2.845366954803467,2.357400894165039,4.045801162719727,4.316954612731934,2.823071956634522,38.70000076293945,4.550647735595703,.35803077,.34718063,.38711414,.75557578
12,"Algeria","DZA",615,12,"QoGBasCSJan17",4.3592696,.3393999934196472,.4426619112491608,.009128499776125,0,0,.0080000003799796,0,.9900000095367432,0,0,0,.0020000000949949,0,0,0,0,0,60.807915,5.3124847,6.710691,5.9832931,36.649963,51.663769,44.146774,16.637175,20.834753,18.733143,36.670635,17.287579,26.992134,0,6,5,,7,7,5,5,5,4.800000190734863,7,6,6,6,4,5.428571224212647,7,4,4.25,5,5,4,6,4.5,5.5,2,2,2,2,2,1,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,4,1,0,7,3,.60014248,1,0,5,36.7899055480957,1.139999985694885,2.119999885559082,4.409999847412109,82,70.51000213623047,50.08000183105469,36.45000076293945,.81368798,.2373762726783752,6.099999904632568,5,7.400000095367432,6.699999809265137,5,5,4,6,20,22,17,59,2,4.25,7,6,5,3,4.795083045959473,3.131387710571289,,.1861861795186997,.3253731429576874,.3764705955982208,.161387637257576,.2116104811429977,.4005101919174194,.3911439180374146,.0973913073539734,4.142857074737549,3.660493850708008,4.058461666107178,3.585041046142578,3.18967342376709,3.325581312179565,3.145299196243286,3.768056869506836,3.863636255264282,3.758046627044678,3.831622123718262,1.771459221839905,3,3,2,174906.19,36702.289,4765.54,,,,,,0,65.19999694824219,29,49.59999847412109,30,80.40000152587891,20,52.59999847412109,30,1,0,1,36,1,3,0,.44444445,1,0,406.39999,386.5,425.89999,40.31399917602539,3.615999937057495,.3310000002384186,142.3899993896484,35.97800064086914,9.961000442504883,4.038960933685303,,,,.3424153,-1.1284705,102,76,,2,3512.5808,,,,,,0,1,23.27713584899902,0,52.73,3.75,38.18613433837891,,2.4820001,2.4666667,1184.1068,72796688,36.54000091552734,1077.194946289063,332.6709899902344,87.98809051513672,.5524076819419861,.6199231743812561,.5865873098373413,3.450000047683716,,,,,,,,,,,3.2573552,9.9613924,36,0,0,1,0,.7336218357086182,38186136,.4514233469963074,.1566881537437439,.220724955201149,.6260244846343994,.1913460195064545,.1476466506719589,5.389999866485596,-.4671038687229157,-1.184038281440735,-.6632499694824219,100,100,100,84.5,82.09999847412109,85.5,2.624006748199463,317200,50.6006965637207,.1154703423380852,24.73800086975098,.5799999833106995,3.316037893295288,,.6439599990844727,.2714000046253204,1.083680391311646,0,92.42295074462891,1.083680391311646,0,6.493370532989502,4.099999904632568,10.80000019073486,30.89999961853027,,58.40000152587891,-210.3350219726563,.1903737932443619,1237.340454101563,161,,,,,6.635026454925537,1.714465379714966,4.920560836791992,4.961964130401611,,,,2.892999887466431,,,,27,.8148664236068726,99.86001586914063,118.6888198852539,78.84143829345703,97.60729217529297,33.30463027954102,.6724467873573303,,52.90000152587891,21.5,15.19999980926514,17.26496505737305,74.56895446777344,76.96499633789063,72.28700256347656,,,,.4405039846897125,-143268,85.48200225830078,22.10000038146973,136.3639984130859,21.61557388305664,38186136,27.88958549499512,66.4007568359375,5.709658622741699,16.03287315368652,49.66948699951172,1.974814414978027,30.48999977111816,69.51000213623047,,,,1236.130004882813,89,94150,3662,31,,,,9.800000190734863,55.70000076293945,18.5,23.10000038146973,71.40000152587891,.1000000014901161,.0500275231897831,90,25,2.598288774490356,3.793697834014893,2.170657157897949,25.60000038146973,3.214113235473633,73.07990264892578,3.799304246902466,35.98019409179688,3.224164724349976,2.283902645111084,2.669043302536011,2.468472480773926,2.513589143753052,72,6.354898452758789,,,,
20,"Andorra","AND",232,20,"QoGBasCSJan17",,.7139459848403931,.684785008430481,.2325685024261475,0,0,.9070000052452087,.0035000001080334,.0089999996125698,0,0,.0795999988913536,.00089999998454,0,0,0,0,0,25.81135,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,3,2,2,2,2,2,2,3,3,0,,,,,,,,,,,,,,,,,77.57216644287109,,,,11,,,,34.042553,,,,,,11,1,12,16,1,4,8,13,1,10,15,1,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,2427,85,28552.939,2.319999933242798,3,28,,9,,,,,,,,,,,,,,,,,,1,0,821.79999,812.29999,831.59998,,,,,,,,,,,.93395674,,,,,2,,,,,,,,,0,0,,,,,,,,,6.820000171661377,,,,,,,,,,,,,,,,,,,,,,,,,.8435047268867493,75902,,,,,,,,1.285754203796387,1.322073221206665,1.431403160095215,100,100,100,100,100,100,,,,,9.5,,5.968685626983643,,1.745329976081848,2.406229972839356,,,,,,,,,,,,,,,,2.462579965591431,32.14382171630859,35.24731826782227,4.588870048522949,8.07364559173584,1.992321252822876,6.081324577331543,,15.41456985473633,16.22100067138672,16.63944053649902,1.22000002861023,,,,,34.04255294799805,,,,,,66.154541015625,,,,,,,,,,,,,,,2.200000047683716,,0,75902,,,,161.4936218261719,,-4.399683952331543,13.83500003814697,86.16500091552734,,,,,,,5,,28.39999961853027,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"Angola","AGO",540,24,"QoGBasCSJan17",5.6347895,.7867199778556824,.7870191931724548,.6276435256004334,.0759000033140183,.0000999999974738,.8912000060081482,0,.0104000000283122,0,0,.0178999993950129,.0043999999761581,0,0,0,0,0,66.283096,,,,,,,,,,,,,0,4,2,,4,7,5,3,8,4.550000190734863,7,4,5,4,3,4.321428775787354,8,6,3.5,5,2,3,2,3.5,3,2,1,96,1,2,2,0,1,0,0,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,2,3,.14333287,1,0,0,22.48958396911621,.2000000029802322,.9300000071525574,3.240000009536743,39,35.43999862670898,28.69000053405762,24.19000053405762,46.907837,.2418865561485291,5.400000095367432,6,7,7.5,4,5,4,7,19,29,21,69,3,3.25,3,6,4,3,3.206952333450317,,,,,,,,,,,,,,,,,,,,,,,4,4,3,65266.09,19618.43,3326.77,,,,,,0,43.09999847412109,20,47.29999923706055,40,82.59999847412109,35,44.79999923706055,15,1,0,1,2,1,3,0,.34722221,1,1,873.90002,825.70001,922.70001,40.15900039672852,3.407999992370606,.1449999958276749,105.5940017700195,,,2.987013101577759,2,2.5,2.5,.34255466,-1.4950581,112,,,2,1600.0062,,,,,,,0,.4252286553382874,44.34624481201172,51.669998,,23.44820213317871,,,,70.951416,91166744,37.79999923706055,359.375,213.0175018310547,76.46488189697266,.1842948943376541,.3969523012638092,.5097659230232239,3.410000085830689,,,,,,,,,,,7.9674935,14.39925,23,,,,,.5296792387962341,23448202,.8653134703636169,.0927941799163818,.1149633228778839,.7167567610740662,.1316017359495163,.1134350150823593,.6899999976158142,-1.325143218040466,-.3854514360427856,-1.279619693756104,37,6,83,48.20000076293945,28.20000076293945,75.40000152587891,1.371134281158447,117000,101.3152313232422,2.396552085876465,45.98500061035156,,1.354007482528687,,3.002599954605103,10.9795503616333,70.90682220458984,0,0,70.90682220458984,0,29.09317588806152,,,,,,-580.2039794921875,57.17527008056641,629.5696411132813,183,3.476439952850342,,,,3.798967123031616,1.266603708267212,2.532363414764404,4.399985790252686,,,,6.164999961853027,56.59999847412109,13.5,34.20000076293945,116,46.60752487182617,38.90476226806641,140.4537048339844,86.54869842529297,31.51638984680176,7.495039939880371,.3081392049789429,48.90000152587891,,,,46.08146667480469,51.86616897583008,53.39199829101563,50.41299819946289,70.77841186523438,59.67142868041992,82.32327270507813,3.364503622055054,102322,324.5960083007813,101.4000015258789,373.2319946289063,34.59262466430664,23448202,48.01257705688477,49.67333984375,2.314083576202393,18.8082160949707,50.40744781494141,3.306204557418823,57.5099983215332,42.4900016784668,,,,219.5222015380859,1010,23783,10297,,,,2.5,6.900000095367432,,,,,2.099999904632568,19796.119140625,310,68,2.176470994949341,3.147254228591919,2.636363983154297,96.40000152587891,2.441175937652588,51.05931854248047,3.939393997192383,19.61843109130859,2.764705896377564,2.085714101791382,2.235294103622437,2.121212005615234,2.058824062347412,53.20000076293945,3.937106847763062,,,,
28,"Antigua and Barbuda","ATG",58,28,"QoGBasCSJan17",,.1642560064792633,.1063280999660492,.6839913129806519,0,0,.9139999747276306,0,0,0,0,.0590000003576279,.0270000007003546,0,0,0,0,0,28.679329,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,3,2,2,2,2,2,1,2,3,2,,,,,,,,,,,,,,,,,59.92725372314453,,5.380000114440918,,65,81.59999847412109,48.88999938964844,27.07999992370606,34.507042,,4.5,7.599999904632568,4.699999809265137,3.299999952316284,9,2,11,14,9,17,13,39,2,8.5867939,13,2,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,968.98999,89.610001,10813.18,2.069999933242798,1,17,,1,,,,,,,,,,100,,,,,,,,1,1,627.5,575.79999,683.90002,21.18199920654297,2.793999910354614,.0020000000949949,130.5650024414063,,,,,,,.77185345,,,,,,,,,,,,,,0,100,77.129997,,.0899849981069565,,,,,,20.80999946594238,,,,,,,3.559999942779541,,,,,,,,,,,,,,,,,,.7813733220100403,89985,,,,,,,,1.285754203796387,.9761557579040527,.8620349168777466,90.87544250488281,79.75460052490234,100,97.90000152587891,97.90000152587891,97.90000152587891,,180,47.22195053100586,,16.44700050354004,3.529999971389771,5.823804378509522,,52.59733963012695,16.7123908996582,0,,,,,,,,,,,,,,99,,,,,4.866674900054932,1.729117751121521,3.1375572681427,,,9.792050361633301,,2.088000059127808,21.29999923706055,17.5,6.099999904632568,,22.27272796630859,,97.89286041259766,88.63092803955078,105.3935089111328,23.48624038696289,23.99092102050781,4.800000190734863,,,,,75.77865600585938,78.29199981689453,73.38500213623047,98.94999694824219,99.41999816894531,98.40000152587891,,-56,109.5149993896484,6.400000095367432,156.0559997558594,0,89985,24.95082473754883,67.92465209960938,7.124520778656006,204.5113677978516,52.23204040527344,1.023163914680481,75.35700225830078,24.64299964904785,,,,,1030,0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"Azerbaijan","AZE",373,31,"QoGBasCSJan17",,.2046719938516617,.2053918987512589,.4898946881294251,0,0,.024100000038743,0,.949999988079071,0,.00089999998454,.0193000007420778,.0057000000961125,0,0,0,0,0,54.038155,,,,,,,,,,,,,0,4,3,,4,6.5,4,3,7,3.916666746139526,6,3,3,4,4,5.5,7,3,3.75,3,5,3,6,5,6,2,2,2,1,1,1,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,,6,,.054033484,0,0,,51.43926239013672,1.25,2.309999942779541,4.710000038146973,34,59.36999893188477,55.47000122070313,52.86999893188477,12.198751,.1871907711029053,4.400000095367432,4.699999809265137,7.699999809265137,7.599999904632568,2,6,1,4,28,34,22,84,3,1.5833333,6,6,4,3,5.941481113433838,,.4489795863628388,.3018480539321899,.4482758641242981,.2446043193340302,.4508990347385407,.395348846912384,.5796178579330444,.0625,.0745257437229156,2.781922578811646,2.78744649887085,3.095907926559448,3.110398054122925,2.499229669570923,2.479532241821289,2.459935903549194,2.786567211151123,2.46039605140686,2.474209547042847,2.946501970291138,2.256222486495972,3,3,3,80396.602,9306.0195,8639.2002,,,,,,0,69.19999694824219,24,59.70000076293945,40,85.5,55,79.40000152587891,25,1,0,1,17,1,2,1,.3611111,1,1,635.5,551,721.09998,33.95100021362305,2.163000106811523,.119999997317791,255.8549957275391,8.998000144958496,,1,,,,.39412522,-1.0619,99,,,,8840.5938,,,,,,0,0,0,0,,2.900000095367432,9.497495651245117,4.5238094,3.3203809,3.3571429,193.29395,43355608,47.72999954223633,776,267.0177917480469,76.01493835449219,.3979487121105194,.4975802898406982,.5067663192749023,,,,,,,,,,,,,,28,0,0,0,1,.7489178776741028,9497496,.9417116641998291,.041532326489687,.1380457729101181,.453532874584198,.0669207349419594,.0848934426903725,.1299999952316284,-.9035242199897766,-.4088498950004578,-.6736697554588318,100,100,100,85.30000305175781,75.30000305175781,93.80000305175781,1.689642667770386,81950,38.34914398193359,1.143799424171448,18.29999923706055,.9900000095367432,3.647379159927368,6.385575771331787,.3127300143241882,14.50860023498535,7.921524047851563,0,89.890380859375,7.921524047851563,0,2.188098192214966,10.10000038146973,37.09999847412109,14.39999961853027,,48.5,-328.956787109375,2.845521688461304,1472.897338867188,63,2.435640096664429,,,14.62596035003662,5.579734325408936,4.420103073120117,1.159631252288818,4.679750919342041,,,18.04833030700684,2,4.5,2.400000095367432,12.5,14,13.14992904663086,98.47669982910156,97.95530700683594,24.84933090209961,100.2686080932617,20.43845939636231,2.915068626403809,6.599999904632568,7,66.19999694824219,26.79999923706055,48.88199234008789,70.69314575195313,73.90000152587891,67.63899993896484,99.78936004638672,99.71681976318359,99.86592102050781,.0645213648676872,-16125,87.02780151367188,30,179.0113983154297,33.94768905639648,9416801,22.07993507385254,72.28089141845703,5.639170646667481,113.9234771728516,50.28398895263672,1.293447017669678,45.90000152587891,54.09999847412109,,,,2052.65087890625,447,1380,10813,66.5,.4000000059604645,48.59999847412109,4,5,18.20000076293945,65,16.79999923706055,67,.1000000014901161,.6339979767799377,113,8,3.609906911849976,4.51373815536499,4.193405151367188,38.5,3.282282829284668,70.65285491943359,5.623826503753662,9.17308235168457,3.97870945930481,3.400207042694092,3.074039459228516,3.017252683639526,3.55180835723877,40,5.481178283691406,,,,
